date,temperature_avg,temperature_min,temperature_max,precipitation,humidity
2020-01-01,18.56915961147631,11.764533774500697,23.29316003299921,0.8225720304285821,58.97014177170017
2020-01-02,19.37759200493339,13.974680814778994,24.74387416268807,0.04379317436019265,44.30478909198019
2020-01-03,24.34776014152395,17.423339926994544,28.779873408191495,0.9680142276189615,42.53098796609113
2020-01-04,18.719299425011698,12.190169762847521,25.607919531287305,0.277804321234237,66.89343133453106
2020-01-05,28.14798970257518,24.59354757341156,33.66098135786599,0.9922569588941125,43.52106680337761
2020-01-06,20.814541802662216,14.29833724293866,25.464128914466325,0.743050445127393,60.5176838671756
2020-01-07,11.948333974987554,8.390411549412056,17.218027964515898,0.06733539458058355,61.00346090225686
2020-01-08,25.293405930142757,21.454654777023933,29.867188853999863,0.08762729980590062,67.26546237049409
2020-01-09,17.57234305748316,10.574351707008622,21.178417005524906,0.7141828684553648,51.08395852501613
2020-01-10,17.054949588572413,12.788017969424832,23.844602800285752,0.7670240649552895,49.05630779987186
2020-01-11,29.704040392482177,22.949345081539967,33.874196885972424,1.110549475527978,63.36417968009853
2020-01-12,20.180434226791647,13.919798274052164,25.131059189275163,0.01609072273812453,57.98455308058207
2020-01-13,26.653297628541914,20.511040330568925,33.439092267822986,0.5057166826551259,47.13274485115332
2020-01-14,22.741210656618442,17.889959893582954,29.1170209632691,0.20418989478589036,54.09658925146794
2020-01-15,27.67477637429098,22.66534216806896,31.994043586550095,0.34510794744190865,60.405125578828184
2020-01-16,16.932961517751608,10.54652098315481,22.415988932628665,0.28032338731499457,57.62552712149611
2020-01-17,29.713555277584234,22.945767484646492,34.98827685043627,0.2718849107893346,54.70507479950542
2020-01-18,29.524210578083984,25.819080200758357,33.89082815885508,0.42122665571534396,63.091889748737046
2020-01-19,27.12933408810493,20.392801088038077,30.765406902857972,0.9463486879161608,72.93291490969486
2020-01-20,18.23205501225417,14.514891479580006,23.161148050566943,1.1340236043932412,58.711820129408295
2020-01-21,22.845447489475717,17.009502909488248,28.534435179149913,1.064605294122001,44.83199619419065
2020-01-22,18.149633940066366,11.577462379813626,24.465408283784747,0.03570033945115281,56.373148890178044
2020-01-23,13.846791381441891,9.941504084046318,18.425187859295168,0.08991020806422925,69.92098624352356
2020-01-24,9.378951708575219,3.8597839725663405,12.708653680886682,1.3928636835146802,52.548551479245106
2020-01-25,12.412173019632698,6.069620278499602,18.640319272761282,2.3478169998324487,58.98394674959666
2020-01-26,19.481855550155373,13.825977236244317,23.73465572469328,0.5873404578313501,60.47135423977905
2020-01-27,23.55845771783367,20.401332676214103,29.839763330310166,0.3198342705109963,66.6702833928631
2020-01-28,18.048392383698904,13.242778395589227,21.731145093475288,0.12276176236871875,68.48010825526262
2020-01-29,27.17174569109686,23.07109839714399,31.333951420486077,0.17128910513944068,53.646186581322155
2020-01-30,18.46497346787219,13.53705959384059,24.321225800576222,1.49473706485499,78.45332111856398
2020-01-31,28.50130400037486,22.49606462646135,31.931665722650745,0.7123088043172011,45.535692645903744
2020-02-01,26.74604234244812,22.859173540925514,32.2940696417632,0.42856215629847627,42.30294424330948
2020-02-02,25.35425210580599,18.412187943365154,30.754214630335433,1.1207414055151634,52.27984326999255
2020-02-03,19.63786407636833,13.48682762804055,23.985445821738193,0.08233018277773706,56.21138552732478
2020-02-04,29.868076399867615,25.511797874984367,34.532527480868154,1.514893368514361,51.48908484256508
2020-02-05,16.19992814108506,12.499292260669986,22.17434802148255,0.7362395923762026,60.23998118792458
2020-02-06,16.329664252091792,10.747155177960106,22.50475683246607,1.6514074522495836,80.02282428564222
2020-02-07,17.789347629894117,13.473901818596882,23.45747105242467,0.6482898162459622,61.885583644308326
2020-02-08,22.529797775639153,15.744410562615297,27.027245470517524,3.347230584107945,54.529197249710734
2020-02-09,33.610550335909195,28.81086222583012,38.07271235670466,0.6687822909214153,57.96999216655593
2020-02-10,30.014343400159966,25.573014257724765,36.06814120518082,0.7071765910862551,70.28648222815254
2020-02-11,18.86575385659289,11.97448691791871,22.619982664302185,0.7080832048267967,70.82147796972481
2020-02-12,17.938956880513842,13.490871544719358,22.512738056186112,1.905548615452422,49.51402973433833
2020-02-13,28.828539412963384,24.324542694037614,32.54652406190469,0.3468012907021385,49.98403262944524
2020-02-14,20.240470520146456,16.980992660275913,24.783458992379373,3.2847706800080694,69.68321732250124
2020-02-15,24.326747520639493,17.37707558002976,29.796853257956283,0.15063974657613413,62.03567566392217
2020-02-16,18.28313966472307,14.345678174939575,22.7032693555886,0.6177750168756336,59.498879824332036
2020-02-17,26.71409747010471,21.42342785037866,33.5283767436961,1.4744211461477372,55.105865937052286
2020-02-18,24.6377480455373,18.100114832754084,30.445087420942002,2.012978437712601,67.81746257815274
2020-02-19,22.029682190372803,18.82847261944433,25.99200729695359,1.015859308402392,51.04746919985078
2020-02-20,17.76201497554971,11.754599510750658,22.4315948555773,3.892426166687688,53.925443497112234
2020-02-21,28.24401518068555,22.705892299238563,33.469468255136576,0.06605236047637308,66.7363940821227
2020-02-22,23.928597257812903,17.06424055366741,30.755579056762627,3.9896617306234963,63.214006501434476
2020-02-23,21.990372650791993,15.764887214038717,27.251437718114637,1.677991702301436,55.399415219558456
2020-02-24,25.41513957082287,21.358206608915932,29.078088468446307,0.3058379467586542,77.51835047944978
2020-02-25,17.895371714127524,11.775925197603193,21.973539477462587,2.824511738269686,50.841363723077556
