date,temperature_avg,temperature_min,temperature_max,precipitation,humidity,wind_speed
2020-01-01,21.64853423107286,18.00024536344651,30.432416176761734,1.2900987703847402,85.0,18.612678111236505
2020-01-02,25.57179313237983,21.38003998849443,31.458838830610038,3.5643166962002226,85.17213356155835,14.501642260860857
2020-01-03,21.20114877259708,15.633701876744437,29.454261952949455,3.1665330702394865,85.34421611622746,15.740729238914849
2020-01-04,23.786307376764263,18.00744708749084,32.58103812431124,0.21011665544857777,85.51619667223254,16.94737041024252
2020-01-05,26.019027711441034,23.005013824420544,33.88857720478918,2.006851814907218,85.6880242680232,11.911776211859038
2020-01-06,23.337017864623363,16.956491551614462,30.237355162950198,0.7779766560462237,85.85964798737447,12.930552093509817
2020-01-07,23.392654671673757,16.894661243178476,32.08407157032161,5.715878009250158,86.03101697447434,13.347070789209125
2020-01-08,20.854992133746613,15.24491378619636,30.482195211559223,4.194877868988081,86.20208044899353,18.87647789579358
2020-01-09,22.00383619823458,18.00512613139507,27.448265211543664,0.9782756562702861,86.37278772113265,13.698597081878418
2020-01-10,23.13946984663038,16.80575917644414,32.239105423499474,5.321496779292138,86.5430882066428,16.24259983324207
2020-01-11,26.072245804009512,22.196001064978873,33.11842407216562,0.7568933545392712,86.71293144181477,22.330618005379538
2020-01-12,23.366468298121273,18.996089602409636,28.483174927885134,0.3193315329252274,86.88226709843244,12.867552939793399
2020-01-13,26.00250466328088,19.26810529799065,32.10985833934731,1.3921400195275269,87.0510449986862,16.73530865866157
2020-01-14,21.72501173069166,16.608620544053707,31.005906032827703,2.1348881384992087,87.21921513004165,18.95117050604559
2020-01-15,23.32994784624296,19.65761466227136,30.53100526897775,3.302557972038978,87.3867276600595,11.577765585537698
2020-01-16,22.223491925911976,15.38354488092212,28.27994195745599,0.2616418480131438,87.55353295116187,14.155389750914138
2020-01-17,21.463198331802573,17.794985275843835,30.801834751222668,12.515355880910032,87.71958157534105,11.545892503909965
2020-01-18,25.9917504174399,22.821645099649665,34.182592389763826,3.374568301435545,87.88482432880609,17.198829026376114
2020-01-19,25.920998488979485,19.2921253667136,33.87051205041609,0.33102497065933567,88.04921224656289,13.029906708844685
2020-01-20,27.051980905529852,22.701403585923728,32.547320255264395,1.8065861081751378,88.21269661692364,22.622905209039768
2020-01-21,20.489282488080164,15.243499202205035,26.078138256790066,1.3814464644521105,88.37522899594114,16.651703884982847
2020-01-22,25.162502770621597,18.928374394310662,31.048886606463412,3.699371079852152,88.53676122176373,9.662334434489729
2020-01-23,25.121352751687343,19.575086412489206,30.79115001904195,3.734208304235507,88.69724542890674,13.586668728234242
2020-01-24,25.046109495434354,20.97277527348421,31.4653720293986,0.47812195514320915,88.85663406243607,23.752295524113904
2020-01-25,24.242206631243782,21.04610572271353,33.83814791320908,3.704680743443702,89.01487989205972,18.759834324577227
2020-01-26,27.726193095825998,22.162323468308905,34.191596447392975,4.615331255646959,89.17193602612318,18.76134685412516
2020-01-27,28.422303512876574,21.878311612823673,37.95295596570187,2.8758958918618207,89.3277559255043,20.416948551922005
2020-01-28,27.046424401593928,20.463860561132613,32.21266043652276,0.1577417130631692,89.48229341740411,17.32186762351843
2020-01-29,29.263227200873896,25.32497731225372,35.76296801604732,1.3527207641707897,89.63550270902851,16.279540517839404
2020-01-30,27.912735773004563,23.963421438122754,36.432415861364554,3.253134785853729,89.78733840115788,15.675912972627277
2020-01-31,27.194070260800235,21.976679998553493,34.83701998691474,2.2638798355656604,89.93775550159978,24.17556134715904
2020-02-01,26.24324218734688,19.321460694021077,35.56485889989724,0.4514505055718525,90.08670943852104,11.533683152676835
2020-02-02,26.59727515092869,19.864850781342547,31.800682496991797,2.6806936552174347,90.2341560736555,14.235879873963022
2020-02-03,32.662532570827715,27.83174309518069,38.238882939652136,0.212270425131589,90.38005171538299,12.838652323891484
2020-02-04,26.069759360548932,19.078385056414405,33.169980333847434,2.6886695375720695,90.5243531316762,6.022850543386262
2020-02-05,28.37540320076827,22.095864230158096,37.47177718020974,4.737313878574372,90.66701756291118,14.944672390799411
2020-02-06,29.709525829237325,23.29336884897078,35.57294775269598,0.2652423903685682,90.80800273453801,16.663282707379608
2020-02-07,23.1182748273176,19.10127386183237,31.67252312658398,0.8260582533591119,90.94726686960763,21.792344919686336
2020-02-08,29.88801330490167,24.801023341122512,38.06751084599016,0.4120139737194861,91.08476870115126,12.172087107191341
2020-02-09,28.979410233201264,25.79800828004309,34.276543219617714,0.1694639913582301,91.22046748440867,12.925708464339522
2020-02-10,24.401325580854362,19.733779718169647,32.7748867448895,1.2079640778298186,91.35432300890177,17.53581012106716
2020-02-11,30.019425216104178,23.94751830135459,38.319809937146665,0.27856659717463766,91.48629561034981,19.818926408214843
2020-02-12,27.41082428183113,20.559743320589245,34.996892074854344,1.6598092794278476,91.61634618242277,17.09303340645195
2020-02-13,24.180086636019244,17.321523977514115,29.78874839484333,1.579408981986776,91.74443618832944,13.16082067026189
2020-02-14,25.717358977928562,21.246163734512464,34.378572607520624,2.557974156616919,91.87052767223668,10.21909897470799
